"","period","org_code","type","attendances","breaches","admissions"
"565",2017-02-01,"RTF","other",6855,44,24
"566",2017-02-01,"RW6","1",20121,5159,4778
"567",2017-02-01,"RW6","other",3991,115,95
"568",2017-02-01,"RT2","other",3123,0,0
"569",2017-02-01,"RQ6","1",6775,2290,1961
"570",2017-02-01,"RQ6","2",1422,0,48
"571",2017-02-01,"RQ6","other",9257,0,0
"572",2017-02-01,"RM3","1",7598,1723,2331
"573",2017-02-01,"AXT02","other",2596,0,0
"574",2017-02-01,"RCU","1",4342,112,612
"575",2017-02-01,"RHQ","1",8460,2947,2550
"576",2017-02-01,"RHQ","2",1093,0,1
"577",2017-02-01,"RHQ","other",6264,0,7
"578",2017-02-01,"RTR","1",8954,933,1761
"579",2017-02-01,"RTR","other",4714,0,21
"580",2017-02-01,"RE9","1",4414,285,1135
"581",2017-02-01,"RE9","other",597,2,0
"582",2017-02-01,"RVY","1",5712,1228,1637
"583",2017-02-01,"RVY","other",4584,9,0
"584",2017-02-01,"RBN","1",7740,2008,3010
"585",2017-02-01,"RBN","other",5103,59,0
"586",2017-02-01,"RWJ","1",6831,1695,2139
"587",2017-02-01,"RMP","1",6352,835,1570
"588",2017-02-01,"RTD","1",9419,997,2019
"589",2017-02-01,"RTD","2",1590,14,24
"590",2017-02-01,"RTD","other",4333,0,4
"591",2017-02-01,"RFR","1",5567,1417,1408
"592",2017-02-01,"RFR","other",3961,0,0
"593",2017-02-01,"RM2","1",7435,964,2367
"594",2017-02-01,"RTX","1",6113,1385,1825
"595",2017-02-01,"RTX","other",1486,45,70
"596",2017-02-01,"RWW","1",5985,1428,2261
"597",2017-02-01,"RWW","other",3418,30,0
"598",2017-02-01,"RY7","other",4098,64,0
"599",2017-02-01,"RBL","1",7050,2076,2114
"600",2017-02-01,"RBL","other",2280,13,0
"601",2017-02-01,"AJN","other",368,0,0
"602",2017-02-01,"RRF","1",6605,1063,1585
"603",2017-02-01,"RCB","1",7930,2504,3062
"604",2017-02-01,"RCB","other",5630,15,0
"605",2017-02-01,"RTK","1",7498,1503,1875
"606",2017-02-01,"RTK","other",1387,0,0
"607",2017-02-01,"Y02688","other",3139,3,0
"608",2017-02-01,"NQT10","other",3112,0,0
"609",2017-02-01,"RWX","other",4918,0,0
"610",2017-02-01,"Y04538","other",2574,1,0
"611",2017-02-01,"RXH","1",11012,2366,3149
"612",2017-02-01,"RXH","2",1059,10,26
"613",2017-02-01,"NLW","other",4101,1,0
"614",2017-02-01,"RXQ","1",6153,1161,2550
"615",2017-02-01,"RXQ","2",1187,0,463
"616",2017-02-01,"RXQ","other",3155,17,0
"617",2017-02-01,"Y00058","other",2003,31,0
"618",2017-02-01,"NLT02","other",981,0,0
"619",2017-02-01,"RJ8","other",7016,25,1
"620",2017-02-01,"RN7","1",7750,1313,2137
"621",2017-02-01,"RN7","other",1484,0,0
"622",2017-02-01,"RBD","1",3084,192,1171
"623",2017-02-01,"RBD","other",3264,2,0
"624",2017-02-01,"RVV","1",10975,3700,3030
"625",2017-02-01,"RVV","other",4554,36,387
"626",2017-02-01,"RXC","1",7951,1903,2433
"627",2017-02-01,"DD401","other",718,0,0
"628",2017-02-01,"RDU","1",17357,1527,5308
"629",2017-02-01,"R1J","other",4755,11,0
"630",2017-02-01,"RTE","1",9772,2248,3207
"631",2017-02-01,"RN3","1",5913,2076,2077
"632",2017-02-01,"RN3","other",4568,42,0
"633",2017-02-01,"RN5","1",7789,1022,2054
"634",2017-02-01,"RN5","other",1004,0,0
"635",2017-02-01,"NDA57","other",575,11,0
"636",2017-02-01,"R1F","1",3039,600,666
"637",2017-02-01,"R1F","other",1046,0,0
"638",2017-02-01,"RYY","other",5201,8,0
"639",2017-02-01,"NR5","other",3181,2,0
"640",2017-02-01,"RWF","1",10386,1789,3204
"641",2017-02-01,"RWF","other",1619,0,0
"642",2017-02-01,"RPA","1",8460,2016,1948
"643",2017-02-01,"RVJ","1",6160,1128,2097
"644",2017-02-01,"RBZ","1",3116,522,953
"645",2017-02-01,"RBZ","other",3404,0,0
"646",2017-02-01,"L83087","other",119,0,0
"647",2017-02-01,"RNU","other",2343,33,0
"648",2017-02-01,"RTH","1",9816,2005,2794
"649",2017-02-01,"RTH","2",1478,0,57
"650",2017-02-01,"NLX02","other",515,0,0
"651",2017-02-01,"RK9","1",7229,1085,2656
"652",2017-02-01,"RK9","2",217,0,0
"653",2017-02-01,"RD3","1",4830,414,1465
"654",2017-02-01,"RD3","other",1059,0,0
"655",2017-02-01,"RHU","1",7901,2493,2452
"656",2017-02-01,"RHU","2",785,1,0
"657",2017-02-01,"RHU","other",1430,3,1
"658",2017-02-01,"RPC","other",702,1,13
"659",2017-02-01,"RHW","1",8112,817,2665
"660",2017-02-01,"RHW","2",1238,1,2
"661",2017-02-01,"REF","1",5324,1324,2344
"662",2017-02-01,"REF","other",1255,12,31
"663",2017-02-01,"RH8","1",7214,637,1699
"664",2017-02-01,"RH8","other",688,0,0
"665",2017-02-01,"RA2","1",4979,307,1786
"666",2017-02-01,"RD1","1",5272,1229,1753
"667",2017-02-01,"RD1","other",793,11,92
"668",2017-02-01,"RNZ","1",3223,543,954
"669",2017-02-01,"RNZ","2",325,0,0
"670",2017-02-01,"Y02666","other",1207,0,0
"671",2017-02-01,"RH5","other",5779,13,0
"672",2017-02-01,"RYF","other",1110,0,0
"673",2017-02-01,"NTP11","other",4103,6,0
"674",2017-02-01,"RW1","other",1844,7,1
"675",2017-02-01,"NTPAD","other",4164,3,0
"676",2017-02-01,"RTP","1",7142,647,2172
"677",2017-02-01,"RDR","other",6993,136,0
"678",2017-02-01,"RBA","1",4751,332,1584
"679",2017-02-01,"AAH","other",139,0,0
"680",2017-02-01,"RDZ","1",5527,441,1706
"681",2017-02-01,"RDZ","2",1328,2,4
"682",2017-02-01,"RA9","1",5146,809,2243
"683",2017-02-01,"RA9","other",2341,0,0
"684",2017-02-01,"RHM","1",7349,1528,2937
"685",2017-02-01,"RHM","2",1375,37,7
"686",2017-02-01,"RA7","1",7904,1816,2597
"687",2017-02-01,"RA7","2",1603,16,10
"688",2017-02-01,"RYR","1",9715,659,2840
"689",2017-02-01,"RYR","other",981,9,0
"690",2017-02-01,"RA3","1",3683,1125,910
"691",2017-02-01,"NDA56","other",2416,20,0
"692",2017-02-01,"G82071","other",1857,0,0
"693",2017-02-01,"NDA55","other",2743,7,0
"694",2017-02-01,"NLX24","other",1243,2,0
"695",2017-02-01,"RA4","1",3374,133,1270
"696",2017-01-01,"RF4","1",20430,5247,4519
"697",2017-01-01,"RF4","2",632,7,0
"698",2017-01-01,"RF4","other",3227,19,0
"699",2017-01-01,"R1H","1",28420,7426,6435
"700",2017-01-01,"R1H","2",598,34,0
"701",2017-01-01,"R1H","other",11699,168,0
"702",2017-01-01,"AD913","other",4260,0,0
"703",2017-01-01,"RYX","other",19019,217,0
"704",2017-01-01,"RQM","1",16920,3141,3339
"705",2017-01-01,"RQM","other",7349,73,0
"706",2017-01-01,"RJ6","1",6618,1438,2197
"707",2017-01-01,"RJ6","other",3472,71,0
"708",2017-01-01,"Y02696","other",1238,0,0
"709",2017-01-01,"NX122","other",2202,0,0
"710",2017-01-01,"RVR","1",11643,652,3264
"711",2017-01-01,"RVR","2",487,0,13
"712",2017-01-01,"RJ1","1",11677,1840,3149
"713",2017-01-01,"RJ1","2",701,0,0
"714",2017-01-01,"RJ1","other",2903,6,0
"715",2017-01-01,"Y03082","other",3892,0,0
"716",2017-01-01,"RQX","1",10039,710,1639
"717",2017-01-01,"RY9","other",4313,4,0
"718",2017-01-01,"RYJ","1",9744,3197,3139
"719",2017-01-01,"RYJ","2",3585,13,14
"720",2017-01-01,"RYJ","other",11007,123,0
"721",2017-01-01,"RJZ","1",16752,4887,4419
"722",2017-01-01,"RJZ","2",2045,1,0
"723",2017-01-01,"RJZ","other",4713,234,0
"724",2017-01-01,"RAX","1",8628,1652,1782
"725",2017-01-01,"RAX","2",879,0,0
"726",2017-01-01,"RJ2","1",17998,4454,4657
"727",2017-01-01,"RJ2","other",5481,164,0
"728",2017-01-01,"R1K","1",11961,5897,4587
"729",2017-01-01,"R1K","other",16918,199,0
"730",2017-01-01,"RP6","2",7764,101,28
"731",2017-01-01,"RAT","other",5180,124,0
"732",2017-01-01,"RAP","1",14751,3543,2498
"733",2017-01-01,"Y02973","other",838,0,0
"734",2017-01-01,"AF003","other",417,0,0
"735",2017-01-01,"AF002","other",560,0,0
"736",2017-01-01,"RAL","1",18559,3690,3556
"737",2017-01-01,"RAL","other",3151,1,0
"738",2017-01-01,"Y03047","other",2037,0,0
"739",2017-01-01,"RJ7","1",12656,1879,3871
"740",2017-01-01,"RJ7","other",1352,0,0
"741",2017-01-01,"F84747","other",2592,0,0
"742",2017-01-01,"RAS","1",5686,2776,1856
"743",2017-01-01,"RAS","other",8107,63,0
"744",2017-01-01,"Y03094","other",3106,0,0
"745",2017-01-01,"E84068","other",3732,0,0
"746",2017-01-01,"RKE","1",8255,1414,1268
"747",2017-01-01,"RRV","1",11130,1517,2030
"748",2017-01-01,"Y02147","other",10009,0,0
"749",2017-01-01,"Y03201","other",2670,0,0
"750",2017-01-01,"NL7","other",5358,0,0
"751",2017-01-01,"RDD","1",11165,1385,2361
"752",2017-01-01,"RC1","1",6024,555,1908
"753",2017-01-01,"M85813","other",3352,0,0
"754",2017-01-01,"RQ3","1",5130,248,1072
"755",2017-01-01,"RJF","1",5150,1157,1914
"756",2017-01-01,"RJF","other",3995,0,3
"757",2017-01-01,"RGT","1",8801,2361,3100
"758",2017-01-01,"RGT","other",3008,1,25
"759",2017-01-01,"RFS","1",6644,1393,2059
"760",2017-01-01,"NQ108","other",2130,2,0
"761",2017-01-01,"RDE","1",6902,1627,2597
"762",2017-01-01,"RDE","other",4872,0,0
"763",2017-01-01,"Y03571","other",5939,134,0
"764",2017-01-01,"RTG","1",10806,2386,3700
"765",2017-01-01,"RTG","other",4302,8,41
"766",2017-01-01,"RY8","other",4521,0,0
"767",2017-01-01,"NNJ","other",2006,15,0
"768",2017-01-01,"RWH","1",8657,2148,3300
"769",2017-01-01,"RWH","other",4306,0,0
"770",2017-01-01,"NAX","other",274,0,0
"771",2017-01-01,"NQ106","other",513,0,0
"772",2017-01-01,"RLT","1",6258,1380,1138
"773",2017-01-01,"NTPAL","other",2134,0,0
"774",2017-01-01,"NEH06","other",1789,1,0
"775",2017-01-01,"RR1","1",18898,5019,5787
"776",2017-01-01,"RR1","other",3317,59,1393
"777",2017-01-01,"RY4","other",764,1,0
"778",2017-01-01,"RQQ","1",3571,884,802
"779",2017-01-01,"RGQ","1",6788,1073,2123
"780",2017-01-01,"RGQ","other",393,0,188
"781",2017-01-01,"RGP","1",5882,740,1281
"782",2017-01-01,"RGP","other",97,0,0
"783",2017-01-01,"RNQ","1",7088,2095,2378
"784",2017-01-01,"C82038","other",363,0,0
"785",2017-01-01,"RY5","other",12907,127,19
"786",2017-01-01,"NJS05","other",3504,67,0
"787",2017-01-01,"RC9","1",8331,183,2711
"788",2017-01-01,"RC9","other",3644,0,0
"789",2017-01-01,"C82009","other",327,0,0
"790",2017-01-01,"NLO11","other",561,1,0
"791",2017-01-01,"NLO09","other",588,5,0
"792",2017-01-01,"RQ8","1",7343,1748,2374
"793",2017-01-01,"RQ8","other",475,33,0
"794",2017-01-01,"RD8","1",7028,1621,1307
"795",2017-01-01,"RD8","other",4716,1,0
"796",2017-01-01,"Y02652","other",4164,0,0
"797",2017-01-01,"RM1","1",8944,2311,2275
"798",2017-01-01,"RM1","other",799,0,0
"799",2017-01-01,"RGN","1",7547,2278,2211
"800",2017-01-01,"RGN","other",637,0,0
"801",2017-01-01,"RNS","1",8353,1712,2380
"802",2017-01-01,"RNS","2",864,2,0
"803",2017-01-01,"NMH01","other",5324,0,0
"804",2017-01-01,"NR3","other",4901,194,0
"805",2017-01-01,"RX1","1",14017,3472,4073
"806",2017-01-01,"RX1","2",1435,18,0
"807",2017-01-01,"RX1","other",172,3,0
"808",2017-01-01,"NLO10","other",3033,20,0
"809",2017-01-01,"C82010","other",282,0,0
"810",2017-01-01,"NLO12","other",237,1,0
"811",2017-01-01,"Y02428","other",2411,0,0
"812",2017-01-01,"RXK","1",13929,2932,3212
"813",2017-01-01,"RXK","2",1990,14,27
"814",2017-01-01,"RXK","other",2720,0,0
"815",2017-01-01,"RK5","1",8295,919,2788
"816",2017-01-01,"RK5","other",3907,18,5
"817",2017-01-01,"RXW","1",9289,2882,2360
"818",2017-01-01,"RXW","other",1727,0,0
"819",2017-01-01,"R1D","2",466,0,0
"820",2017-01-01,"R1D","other",1690,0,0
"821",2017-01-01,"Y02615","other",5655,0,0
"822",2017-01-01,"RJC","1",4949,379,1700
"823",2017-01-01,"RJC","other",570,0,0
"824",2017-01-01,"RAJ","1",7989,1484,2446
"825",2017-01-01,"Y02961","other",3966,0,0
"826",2017-01-01,"RNA","1",8593,1903,2460
"827",2017-01-01,"RNA","other",6882,0,0
"828",2017-01-01,"RQW","1",8076,3019,1525
"829",2017-01-01,"RCX","1",4996,684,2142
"830",2017-01-01,"RL4","1",10711,2416,2700
"831",2017-01-01,"RL4","other",7657,67,0
"832",2017-01-01,"RWD","1",12238,2977,3522
"833",2017-01-01,"RRK","1",9640,2585,2919
"834",2017-01-01,"RKB","1",11313,3361,3874
"835",2017-01-01,"RKB","2",1861,45,72
"836",2017-01-01,"RKB","other",1927,7,2
"837",2017-01-01,"RWE","1",11691,4146,3729
"838",2017-01-01,"RWE","2",1711,28,6
"839",2017-01-01,"RWE","other",5928,68,232
"840",2017-01-01,"RJE","1",14046,4583,4206
"841",2017-01-01,"RJE","2",404,0,0
"842",2017-01-01,"RJE","other",4376,65,0
"843",2017-01-01,"RBK","1",6401,2418,1965
"844",2017-01-01,"RBK","other",3587,14,0
"845",2017-01-01,"ATQ02","other",3933,0,0
"846",2017-01-01,"RWG","1",7670,2696,2768
"847",2017-01-01,"RWG","other",3312,9,0
"848",2017-01-01,"RGR","1",5353,681,2019
"849",2017-01-01,"RWP","1",9170,3174,2928
"850",2017-01-01,"RWP","other",4785,0,0
"851",2017-01-01,"R1A","2",726,0,0
"852",2017-01-01,"RLQ","1",4195,1060,1084
"853",2017-01-01,"RLQ","other",3060,0,0
"854",2017-01-01,"REM","1",6896,2880,2229
"855",2017-01-01,"REM","other",6984,0,0
"856",2017-01-01,"RCF","1",4996,580,997
"857",2017-01-01,"RBS","1",4829,131,1111
"858",2017-01-01,"RFF","1",6947,894,2227
"859",2017-01-01,"RXL","1",6534,2406,2136
"860",2017-01-01,"RXL","other",9209,0,0
"861",2017-01-01,"RMC","1",8074,1875,2334
"862",2017-01-01,"RMC","other",955,0,6
"863",2017-01-01,"RAE","1",11080,1468,3075
"864",2017-01-01,"NNF09","other",1365,0,0
"865",2017-01-01,"RY2","other",7639,32,0
"866",2017-01-01,"RWY","1",12385,967,2746
"867",2017-01-01,"RW3","1",12022,2741,3687
"868",2017-01-01,"RW3","2",3350,5,153
"869",2017-01-01,"RW3","other",9658,41,169
"870",2017-01-01,"RLN","1",7906,1681,2838
"871",2017-01-01,"RLN","2",2194,11,43
"872",2017-01-01,"RLN","other",2630,5,0
"873",2017-01-01,"RJR","1",5675,1080,1599
"874",2017-01-01,"RJR","other",580,4,0
"875",2017-01-01,"RXP","1",10652,2797,3465
"876",2017-01-01,"RXP","other",11643,0,0
"877",2017-01-01,"RNN","other",1438,22,0
"878",2017-01-01,"RP5","1",10771,1990,3376
"879",2017-01-01,"RP5","other",2563,0,401
"880",2017-01-01,"RJN","1",3822,1153,980
"881",2017-01-01,"RJN","other",205,0,0
"882",2017-01-01,"RXR","1",9071,3333,3153
"883",2017-01-01,"RXR","other",6107,410,42
"884",2017-01-01,"NNF28","other",78,0,0
"885",2017-01-01,"RR7","1",7081,606,1687
"886",2017-01-01,"RR7","other",2359,0,0
"887",2017-01-01,"RCD","1",3575,262,917
"888",2017-01-01,"RCD","other",743,0,0
"889",2017-01-01,"RWA","1",10847,2066,3163
"890",2017-01-01,"RWA","other",1130,0,0
"891",2017-01-01,"RV9","other",1385,1,0
"892",2017-01-01,"RXN","1",6350,1735,1787
"893",2017-01-01,"RXN","other",4327,128,285
"894",2017-01-01,"Y01231","other",2243,0,0
"895",2017-01-01,"RR8","1",17366,3508,5056
"896",2017-01-01,"RR8","other",1932,0,0
"897",2017-01-01,"Y02875","other",4225,0,0
"898",2017-01-01,"RY1","other",2160,0,0
"899",2017-01-01,"REP","2",1109,32,128
"900",2017-01-01,"Y01069","other",3286,0,0
"901",2017-01-01,"RBT","1",5404,1082,1636
"902",2017-01-01,"RBT","other",1561,0,0
"903",2017-01-01,"RXF","1",19422,4444,4642
"904",2017-01-01,"RNL","1",7502,1471,2072
"905",2017-01-01,"RVW","1",5630,600,1729
"906",2017-01-01,"RVW","other",1446,0,4
"907",2017-01-01,"RTV","other",1889,0,0
"908",2017-01-01,"NLO01","other",6848,241,0
"909",2017-01-01,"RJL","1",10715,2370,2569
"910",2017-01-01,"RJL","other",1213,1,0
"911",2017-01-01,"RTF","1",8126,1493,3831
"912",2017-01-01,"RTF","other",7370,56,22
"913",2017-01-01,"RW6","1",21943,6004,5261
"914",2017-01-01,"RW6","other",4227,86,109
"915",2017-01-01,"RT2","other",3681,0,0
"916",2017-01-01,"RQ6","1",7521,2659,2204
"917",2017-01-01,"RQ6","2",1720,0,20
"918",2017-01-01,"RQ6","other",10253,0,0
"919",2017-01-01,"RM3","1",8292,1933,2643
"920",2017-01-01,"RCU","1",4549,76,626
"921",2017-01-01,"RHQ","1",9180,2735,2976
"922",2017-01-01,"RHQ","2",1129,0,0
"923",2017-01-01,"RHQ","other",6672,11,6
"924",2017-01-01,"RTR","1",9800,1156,2065
"925",2017-01-01,"RTR","other",5567,1,21
"926",2017-01-01,"RE9","1",4925,725,1266
"927",2017-01-01,"RE9","other",599,2,0
"928",2017-01-01,"RVY","1",6048,1236,1814
"929",2017-01-01,"RVY","other",4838,6,0
"930",2017-01-01,"RBN","1",8609,2619,3250
"931",2017-01-01,"RBN","other",5522,32,0
"932",2017-01-01,"RWJ","1",7257,2140,2355
"933",2017-01-01,"RMP","1",7037,1638,1773
"934",2017-01-01,"RTD","1",9872,1405,2200
"935",2017-01-01,"RTD","2",1605,32,19
"936",2017-01-01,"RTD","other",4543,0,5
"937",2017-01-01,"RFR","1",6275,1876,1575
"938",2017-01-01,"RFR","other",4337,18,0
"939",2017-01-01,"RM2","1",8151,1295,2563
"940",2017-01-01,"RTX","1",6612,1664,2051
"941",2017-01-01,"RTX","other",1612,26,88
"942",2017-01-01,"RWW","1",6598,1431,2661
"943",2017-01-01,"RWW","other",3667,21,0
"944",2017-01-01,"RY7","other",4317,61,0
"945",2017-01-01,"RBL","1",7665,1972,2527
"946",2017-01-01,"RBL","other",2493,32,0
"947",2017-01-01,"AJN","other",418,0,0
"948",2017-01-01,"RRF","1",6852,1604,1798
"949",2017-01-01,"RCB","1",8546,3160,3362
"950",2017-01-01,"RCB","other",5978,8,0
"951",2017-01-01,"RTK","1",8219,1664,2099
"952",2017-01-01,"RTK","other",1387,0,0
"953",2017-01-01,"Y02688","other",3401,17,0
"954",2017-01-01,"NQT10","other",3629,0,0
"955",2017-01-01,"RWX","other",5085,0,0
"956",2017-01-01,"Y04538","other",2938,0,0
"957",2017-01-01,"RXH","1",11727,2903,3274
"958",2017-01-01,"RXH","2",963,2,21
"959",2017-01-01,"NLW","other",4856,1,0
"960",2017-01-01,"RXQ","1",6779,1474,2746
"961",2017-01-01,"RXQ","2",1258,0,527
"962",2017-01-01,"RXQ","other",3291,8,0
"963",2017-01-01,"Y00058","other",2222,39,0
"964",2017-01-01,"NLT02","other",1065,0,0
"965",2017-01-01,"RJ8","other",7669,20,10
"966",2017-01-01,"RN7","1",8267,2229,2325
"967",2017-01-01,"RN7","other",1496,3,0
"968",2017-01-01,"RBD","1",3402,193,1326
"969",2017-01-01,"RBD","other",3602,2,0
"970",2017-01-01,"RVV","1",11837,4875,3216
"971",2017-01-01,"RVV","other",4930,53,444
"972",2017-01-01,"RXC","1",8771,2335,2663
"973",2017-01-01,"DD401","other",847,0,0
"974",2017-01-01,"RDU","1",19458,2980,6133
"975",2017-01-01,"R1J","other",5056,39,1
"976",2017-01-01,"RTE","1",10613,2697,3482
"977",2017-01-01,"RN3","1",6556,1995,2425
"978",2017-01-01,"RN3","other",4932,35,0
"979",2017-01-01,"RN5","1",8914,1974,2429
"980",2017-01-01,"RN5","other",1108,0,0
"981",2017-01-01,"NDA57","other",615,8,0
"982",2017-01-01,"R1F","1",3244,819,830
"983",2017-01-01,"R1F","other",1170,0,0
"984",2017-01-01,"RYY","other",5276,10,0
"985",2017-01-01,"NR5","other",3190,1,0
"986",2017-01-01,"RWF","1",11206,3056,3431
"987",2017-01-01,"RWF","other",1741,0,0
"988",2017-01-01,"RPA","1",9088,2548,2061
"989",2017-01-01,"RVJ","1",6687,1651,2380
"990",2017-01-01,"RBZ","1",3429,403,1128
"991",2017-01-01,"RBZ","other",3561,0,0
"992",2017-01-01,"L83087","other",122,0,0
"993",2017-01-01,"RNU","other",2445,37,0
"994",2017-01-01,"RTH","1",10450,1833,3223
"995",2017-01-01,"RTH","2",1643,0,66
"996",2017-01-01,"NLX02","other",520,0,0
"997",2017-01-01,"RK9","1",7728,1634,2945
"998",2017-01-01,"RK9","2",236,0,0
"999",2017-01-01,"RD3","1",5315,653,1777
"1000",2017-01-01,"RD3","other",1285,0,0
"1001",2017-01-01,"RHU","1",8906,2966,2979
"1002",2017-01-01,"RHU","2",816,0,0
"1003",2017-01-01,"RHU","other",1585,12,4
"1004",2017-01-01,"RPC","other",837,3,18
"1005",2017-01-01,"RHW","1",9158,1209,3112
"1006",2017-01-01,"RHW","2",1247,11,4
"1007",2017-01-01,"REF","1",5580,1366,2515
"1008",2017-01-01,"REF","other",1345,13,29
"1009",2017-01-01,"RH8","1",7798,757,1954
"1010",2017-01-01,"RH8","other",602,0,0
"1011",2017-01-01,"RA2","1",5570,767,2059
"1012",2017-01-01,"RD1","1",5818,1763,2167
"1013",2017-01-01,"RD1","other",936,14,122
"1014",2017-01-01,"RNZ","1",3550,581,1126
"1015",2017-01-01,"RNZ","2",282,0,0
"1016",2017-01-01,"Y02666","other",1333,0,0
"1017",2017-01-01,"RH5","other",6219,14,0
"1018",2017-01-01,"RYF","other",1131,0,0
"1019",2017-01-01,"NTP11","other",4541,2,0
"1020",2017-01-01,"RW1","other",1838,6,6
"1021",2017-01-01,"NTPAD","other",4396,36,0
"1022",2017-01-01,"RTP","1",7711,1004,2391
"1023",2017-01-01,"RDR","other",8135,145,0
"1024",2017-01-01,"RBA","1",5198,453,1823
"1025",2017-01-01,"AAH","other",146,0,0
"1026",2017-01-01,"RDZ","1",5994,665,1982
"1027",2017-01-01,"RDZ","2",1320,3,9
"1028",2017-01-01,"RA9","1",5863,1088,2540
"1029",2017-01-01,"RA9","other",2460,0,0
"1030",2017-01-01,"RHM","1",8230,1472,3311
"1031",2017-01-01,"RHM","2",1351,23,16
"1032",2017-01-01,"RA7","1",8566,1985,2967
"1033",2017-01-01,"RA7","2",1668,24,20
"1034",2017-01-01,"RYR","1",10512,1030,3159
"1035",2017-01-01,"RYR","other",1053,2,0
"1036",2017-01-01,"RA3","1",4073,1471,1074
"1037",2017-01-01,"NDA56","other",2600,7,0
"1038",2017-01-01,"G82071","other",2016,0,0
"1039",2017-01-01,"NDA55","other",3051,13,0
"1040",2017-01-01,"NLX24","other",1257,3,0
"1041",2017-01-01,"RA4","1",3812,162,1578
"1042",2016-12-01,"RF4","1",21096,3929,4644
"1043",2016-12-01,"RF4","2",560,1,0
"1044",2016-12-01,"RF4","other",3383,13,0
"1045",2016-12-01,"R1H","1",29522,7298,6780
"1046",2016-12-01,"R1H","2",594,0,0
"1047",2016-12-01,"R1H","other",11112,116,0
"1048",2016-12-01,"AD913","other",4435,1,0
"1049",2016-12-01,"RYX","other",18545,273,0
"1050",2016-12-01,"RQM","1",16931,2675,3671
"1051",2016-12-01,"RQM","other",7679,131,0
"1052",2016-12-01,"RJ6","1",6551,1483,2190
"1053",2016-12-01,"RJ6","other",3826,86,0
"1054",2016-12-01,"Y02696","other",1244,0,0
"1055",2016-12-01,"NX122","other",2777,0,0
"1056",2016-12-01,"RVR","1",12585,768,3414
"1057",2016-12-01,"RVR","2",383,0,1
"1058",2016-12-01,"RJ1","1",12254,1716,3216
"1059",2016-12-01,"RJ1","2",671,0,0
"1060",2016-12-01,"RJ1","other",2621,6,0
"1061",2016-12-01,"Y03082","other",3690,0,0
"1062",2016-12-01,"RQX","1",10278,642,1733
"1063",2016-12-01,"RY9","other",4668,0,0
"1064",2016-12-01,"RYJ","1",9996,3530,3274
"1065",2016-12-01,"RYJ","2",3472,14,13
"1066",2016-12-01,"RYJ","other",10846,217,0
"1067",2016-12-01,"RJZ","1",17326,5682,4487
"1068",2016-12-01,"RJZ","2",1914,3,0
"1069",2016-12-01,"RJZ","other",5066,275,0
"1070",2016-12-01,"RAX","1",9191,1417,1896
